rtID,rtCharacter,rtPOS,rtKeyword,rtReading,rtLesson,rtDependencies,rtAlias
1,一,,one,yī,RTH1-L01,,"floor, ceiling"
2,二,,two,èr,RTH1-L01,one,
3,三,,three,sān,RTH1-L01,,
4,四,,four,sì,RTH1-L01,,
5,五,,five,wǔ,RTH1-L01,,
6,六,,six,liù,RTH1-L01,,
7,七,,seven,qī,RTH1-L01,,diced
8,八,,eight,bā,RTH1-L01,,
9,九,,nine,jiǔ,RTH1-L01,,"baseball, baseball team"
10,十,,ten,shí,RTH1-L01,,
11,口,,mouth,kǒu,RTH1-L01,,mouths
12,日,,day,rì,RTH1-L01,,"sun, tongue wagging in the mouth"
13,月,,month,yuè,RTH1-L01,,"moon, flesh, part of  the body"
14,田,,rice field,tián,RTH1-L01,,brains
15,目,,eye,mù,RTH1-L01,,#eyeball
16,古,,ancient,gǔ,RTH1-L02,"ten, mouth",
17,胡,,recklessly,hú,RTH1-L02,"ancient, month",
18,吾,,I (literary),wú,RTH1-L02,"five, mouth",
19,朋,,companion,péng,RTH1-L02,month,
20,明,,bright,míng,RTH1-L02,"day, month",
21,唱,,sing,chàng,RTH1-L02,"mouth, day",
22,晶,,sparkling,jīng,RTH1-L02,day,
23,品,,goods,pǐn,RTH1-L02,mouth,
24,昌,,prosperous,chāng,RTH1-L02,day,
25,早,,early,zǎo,RTH1-L02,"day, ten",sunflower
26,旭,,rising sun,xù,RTH1-L02,"nine, day",
27,世,,generation,shì,RTH1-L02,ten,
28,胃,,stomach,wèi,RTH1-L02,"rice field, month",
29,旦,,daybreak,dàn,RTH1-L02,"day, one",
30,凹,,concave,āo,RTH1-L02,,
31,凸,,convex,tū,RTH1-L02,,
31.b,,,a drop of,,,,eyedropper
31.c,,,walking stick,,,,
32,自,,oneself,zì,RTH1-L03,"a drop of, eye",nostrils
33,白,,white,bái,RTH1-L03,"a drop of, day","white bird, dove"
34,百,,hundred,bǎi,RTH1-L03,"one, white",
35,皂,,soap,zào,RTH1-L03,"day, seven",
36,中,n./adj.,middle,zhōng,RTH1-L03,"walking stick, mouth",
37,千,,thousand,qiān,RTH1-L03,"a drop of, ten",
38,舌,,tongue,shé,RTH1-L03,"thousand, mouth",
39,升,,liter,shēng,RTH1-L03,"thousand, ten",
40,昇,,rise up,shēng,RTH1-L03,"day, liter",
41,丸,,pill,wán,RTH1-L03,"a drop of, nine",bottle of pills
42,卜,,divination,bǔ,RTH1-L03,"a drop of, walking stick","magic wand, divining rod"
43,占,,tell fortunes,zhān,RTH1-L03,"divination, mouth",
44,上,,above,shàng,RTH1-L03,"divination, one",
45,下,,below,xià,RTH1-L03,"divination, one",
46,卡,,card,kǎ,RTH1-L03,"above, below",
47,卓,,eminent,zhuó,RTH1-L03,"divination, day, ten",
47.b,,,mist,,,"early, ten",
48,朝,,dynasty,cháo,RTH1-L03,"mist, month",
49,嘲,v.,ridicule,cháo,RTH1-L03,"mouth, dynasty",
49.b,,,animal legs,,,,
49.c,,,human legs,,,,
49.d,,,wind,,,,
49.e,,,bound up,,,,
49.f,,,horns,,,,
50,只,,only,zhǐ,RTH1-L04,"mouth, animal legs",
51,貝,,shellfish,bèi,RTH1-L04,"eye, animal legs","shells, oysters, clams"
52,貼,v.,paste,tiē,RTH1-L04,"shellfish, tell fortunes",
53,貞,,chaste,zhēn,RTH1-L04,"divination, shellfish",
54,員,,employee,yuán,RTH1-L04,"mouth, shellfish",
55,見,,see,jiàn,RTH1-L04,"shellfish, human legs",
56,元,,beginning,yuán,RTH1-L04,"two, human legs",
57,頁,,page,yè,RTH1-L04,"one, shellfish",#head
58,頑,,stubborn,wán,RTH1-L04,"beginning, page",
59,凡,,ordinary,fán,RTH1-L04,"wind, a drop of",
60,肌,,muscle,jī,RTH1-L04,"month, wind",
61,負,adj.,defeated,fù,RTH1-L04,"bound up, shellfish",
62,勻,adj.,uniform,yún,RTH1-L04,"bound up, two",
63,句,n.,sentence,jù,RTH1-L04,"bound up, mouth",
64,旬,,decameron,xún,RTH1-L04,"bound up, day",
65,勺,,ladle,sháo,RTH1-L04,"bound up, a drop of",
66,的,,bull's eye,de,RTH1-L04,"white, ladle",
67,首,,heads,shǒu,RTH1-L04,"horns, oneself",
68,直,,straight,zhí,RTH1-L05,"ten, eye, one",
69,置,,set up,zhì,RTH1-L05,"eye, straight",
69.b,,,tool,,,"one, animal legs",
70,具,,tool,jù,RTH1-L05,eye,
71,真,,true,zhēn,RTH1-L05,"straight, animal legs",
71.b,,,by ones side,,,,by her side
72,工,n.,work,gōng,RTH1-L05,,I-beam
73,左,n./adj.,left,zuǒ,RTH1-L05,"by ones side, work",
74,右,n./adj.,right,yòu,RTH1-L05,"mouth, by ones side",
75,有,,possess,yǒu,RTH1-L05,"month, by ones side",
76,賄,n.,bribe,huì,RTH1-L05,"shellfish, possess",
77,貢,,tribute,gòng,RTH1-L05,"work, shellfish",
78,項,,item,xiàng,RTH1-L05,"work, page",
79,刀,,sword,dāo,RTH1-L05,,dagger
80,刃,,blade,rèn,RTH1-L05,"a drop of, sword",
81,切,v.,cut,qiē,RTH1-L05,"seven, sword",
82,召,,summon,zhào,RTH1-L05,"sword, mouth",
83,昭,,evident,zhāo,RTH1-L05,"day, summon",
84,則,n.,rule,zé,RTH1-L05,"shellfish, sword",
84.b,,,wealth,,,"one, mouth, rice field",
85,副,,vice-,fù,RTH1-L05,"wealth, sword",
86,丁,,fourth,dīng,RTH1-L05,,spike
87,叮,v.,sting,dīng,RTH1-L05,"mouth, fourth",
88,可,aux. v.,can,kě,RTH1-L05,"fourth, mouth",
89,哥,,older brother,gē,RTH1-L05,can,
90,頂,n.,crest,dǐng,RTH1-L05,"fourth, page",
91,乙,adj.,second,yǐ,RTH1-L06,,fishhook
92,子,,child,zǐ,RTH1-L06,,
93,孔,,cavity,kǒng,RTH1-L06,"child, second",
94,吼,v.,roar,hǒu,RTH1-L06,"mouth, cavity",
95,了,,(-ed),le,RTH1-L06,child,
96,女,,woman,nǚ,RTH1-L06,,women
97,好,,good,hǎo,RTH1-L06,"woman, child",
98,如,,be like,rú,RTH1-L06,"woman, mouth",
99,母,,mother,mǔ,RTH1-L06,"woman, a drop of",
100,貫,,pierce,guàn,RTH1-L06,"mother, shellfish",
101,兄,,elder brother,xiōng,RTH1-L06,"mouth, human legs",teenager
102,克,v.,overcome,kè,RTH1-L06,"ten, elder brother",
103,小,,small,xiǎo,RTH1-L07,,
104,少,,few,shǎo,RTH1-L07,"small, a drop of",
105,吵,,noisy,chǎo,RTH1-L07,"mouth, few",
106,大,,large,dà,RTH1-L07,,St. Bernard dog
107,尖,n.,tip,jiān,RTH1-L07,"small, large",
108,夕,,evening,xī,RTH1-L07,month,
109,多,,many,duō,RTH1-L07,evening,
110,夠,,enough,gòu,RTH1-L07,"many, sentence",
111,外,,outside,wài,RTH1-L07,"evening, divination",
112,名,n.,name,míng,RTH1-L07,"evening, mouth",
112.b,,,cliff,,,,
113,厚,,thick,hòu,RTH1-L07,"cliff, day, child",
114,石,,stone,shí,RTH1-L07,"cliff, mouth","pebble, #rock"
115,砂,,gravel,shā,RTH1-L07,"stone, few",
116,妙,,wonderful,miào,RTH1-L07,"woman, few",
117,肖,,resemble,xiào,RTH1-L07,"small, month",sparks
118,削,v.,peel,xuē,RTH1-L07,"resemble, sword",
119,光,,ray,guāng,RTH1-L07,"small, human legs",
120,太,,overly,tài,RTH1-L07,"large, a drop of",
121,省,,economize,shěng,RTH1-L07,"few, eye",
122,奇,,strange,qí,RTH1-L07,"large, can",
123,川,n.,stream,chuān,RTH1-L08,,flood
124,州,n.,state,zhōu,RTH1-L08,"a drop of, stream",
125,順,,obey,shùn,RTH1-L08,"stream, page",snowflake
126,水,n.,water,shuǐ,RTH1-L08,"walking stick, a drop of",
127,永,,eternity,yǒng,RTH1-L08,"a drop of, water",
128,求,v.,request,qiú,RTH1-L08,"one, a drop of, water",
129,泉,n.,spring,quán,RTH1-L08,"white, water",
130,原,,flatlands,yuán,RTH1-L08,"cliff, spring",
131,願,n.,wish,yuàn,RTH1-L08,"flatlands, page",
132,沖,,wash away,chōng,RTH1-L08,"water, middle",
133,泳,v.,swim,yǒng,RTH1-L08,"water, eternity",
134,洲,,continent,zhōu,RTH1-L08,"water, state",
135,沼,,marsh,zhǎo,RTH1-L08,"water, summon",
136,沙,n.,sand,shā,RTH1-L08,"water, few",
137,江,,Yangtze,jiāng,RTH1-L08,"water, work",
138,汁,n.,juice,zhī,RTH1-L08,"water, ten",
139,潮,,tide,cháo,RTH1-L08,"water, dynasty",
140,源,,source,yuán,RTH1-L08,"water, flatlands",
141,活,,lively,huó,RTH1-L08,"water, tongue",
142,消,,extinguish,xiāo,RTH1-L08,"water, resemble",
143,況,,situation,kuàng,RTH1-L08,"water, elder brother",
144,河,,river,hé,RTH1-L08,"water, can",
145,湖,,lake,hú,RTH1-L08,"water, recklessly",
146,測,v.,fathom,cè,RTH1-L08,"water, rule",
147,土,n.,soil,tǔ,RTH1-L08,,"#land, dirt"
148,均,,equal,jūn,RTH1-L08,"soil, uniform",
149,肚,,belly,dù,RTH1-L08,"month, soil",
150,填,,fill in,tián,RTH1-L08,"soil, true",
151,吐,v.,spit,tǔ,RTH1-L08,"mouth, soil",
151.b,,,bricks,,,soil,
152,哇,,waaah!,wa,RTH1-L08,"mouth, bricks",
153,寸,,Chinese inch,cùn,RTH1-L08,"a drop of, ten",
154,封,v.,seal,fēng,RTH1-L08,"bricks, Chinese inch",
155,寺,,Buddhist temple,sì,RTH1-L08,"soil, Chinese inch",
156,時,n.,time,shí,RTH1-L08,"day, Buddhist temple",
157,火,n.,fire,huǒ,RTH1-L08,,"flames, fireplace, cooking fire"
158,灰,,ashes,huī,RTH1-L08,"by ones side, fire",
159,煩,adj.,vexed,fán,RTH1-L08,"fire, page",
160,炎,,inflammation,yán,RTH1-L08,fire,
161,淡,adj.,thin,dàn,RTH1-L08,"water, inflammation",
162,災,,disaster,zāi,RTH1-L08,"water, fire",
163,照,,illuminate,zhào,RTH1-L08,"evident, fire",
164,魚,n.,fish,yú,RTH1-L08,"bound up, rice field, fire",
165,漁,n.,fishing,yú,RTH1-L08,"water, fish",
166,堯,,Yao,yáo,RTH1-L08,"soil, human legs",Pigpen
167,燒,,fever,shāo,RTH1-L08,"fire, Yao",
168,曉,n.,dawn,xiǎo,RTH1-L08,"day, Yao",
169,里,,li,lǐ,RTH1-L09,"rice field, soil",computer
170,量,,quantity,liàng,RTH1-L09,"day, one, li",
171,埋,,bury,mái,RTH1-L09,"soil, li",
172,黑,,black,hēi,RTH1-L09,"li, fire",
173,點,n.,spot,diǎn,RTH1-L09,"black, tell fortunes",
174,墨,,black ink,mò,RTH1-L09,"black, soil",
174.b,,,hood,,,,
175,冒,v.,risk,mào,RTH1-L09,"hood, two, day",
176,同,,same,tóng,RTH1-L09,"hood, one, mouth",monks
177,洞,,cave,dòng,RTH1-L09,"water, same",
178,向,,orientation,xiàng,RTH1-L09,"a drop of, hood, mouth",
179,尚,v.,esteem,shàng,RTH1-L09,"small, hood, mouth",
179.b,,,house,,,,
180,字,,character,zì,RTH1-L09,"house, child",
181,守,v.,guard,shǒu,RTH1-L09,"house, Chinese inch",
182,完,v.,finish,wán,RTH1-L09,"house, beginning",
183,實,,reality,shí,RTH1-L09,"house, pierce",
184,宣,,proclaim,xuān,RTH1-L09,"house, one, day",
185,宵,,nighttime,xiāo,RTH1-L09,"house, resemble",
186,安,,peaceful,ān,RTH1-L09,"house, woman",
187,宴,,banquet,yàn,RTH1-L09,"house, day, woman",
188,寄,v.,mail,jì,RTH1-L09,"house, strange",
189,富,,wealthy,fù,RTH1-L09,"house, wealth",
190,貯,,store up,zhù,RTH1-L09,"shellfish, fourth, house",
191,木,,tree,mù,RTH1-L10,,"#pole, wooden pole"
192,林,,woods,lín,RTH1-L10,tree,
193,森,,forest,sēn,RTH1-L10,tree,
194,植,v.,plant,zhí,RTH1-L10,"tree, straight",
195,杏,,apricot,xìng,RTH1-L10,"tree, mouth",
196,呆,,dim-witted,dāi,RTH1-L10,"mouth, tree",
197,枯,,withered,kū,RTH1-L10,"tree, ancient",
198,村,,village,cūn,RTH1-L10,"tree, Chinese inch",
199,相,,one another,xiāng,RTH1-L10,"tree, eye",
200,本,,notebook,běn,RTH1-L10,"tree, one",
201,案,,case,àn,RTH1-L10,"peaceful, tree",
202,未,,not yet,wèi,RTH1-L10,"tree, one",
203,末,n./adj.,last,mò,RTH1-L10,"tree, one",
204,沫,,foam,mò,RTH1-L10,"water, last",
205,味,n.,flavor,wèi,RTH1-L10,"mouth, not yet",
206,妹,,younger sister,mèi,RTH1-L10,"woman, not yet",
207,查,,investigate,chá,RTH1-L10,"tree, day, one",
208,渣,,sediment,zhā,RTH1-L10,"water, investigate",
209,染,v.,dye,rǎn,RTH1-L10,"water, nine, tree",
210,李,,plum,lǐ,RTH1-L10,"tree, child",
211,桌,,table,zhuō,RTH1-L10,"divination, day, tree",
211.b,,,flower,,,,flowers
212,若,,as if,ruò,RTH1-L10,"flower, right",
213,草,,grass,cǎo,RTH1-L10,"flower, early",
214,苦,n.,suffering,kǔ,RTH1-L10,"flower, ancient",
215,寬,,wide,kuān,RTH1-L10,"house, flower, see, a drop of",
215.b,,,family tree,,,"generation, tree",
216,葉,,leaf,yè,RTH1-L10,"flower, family tree",
217,莫,,nobody,mò,RTH1-L10,"flower, day, large",graveyard
218,模,,imitate,mó,RTH1-L10,"tree, nobody",
219,漠,n.,desert,mò,RTH1-L10,"water, nobody",
220,墓,,grave,mù,RTH1-L10,"nobody, soil",
221,苗,,seedling,miáo,RTH1-L10,"flower, rice field",tomato seedling
222,瞄,v.,aim,miáo,RTH1-L10,"eye, flower, rice field",
223,兆,,portent,zhào,RTH1-L11,,
224,桃,,peach,táo,RTH1-L11,"tree, portent",
225,犬,,pooch,quǎn,RTH1-L11,"a drop of, large","chihuahua, a pack of wild dogs"
226,尤,,remarkable,yóu,RTH1-L11,"pooch, human legs",frakenpooch
227,默,,silent,mò,RTH1-L11,"black, pooch",
228,然,,sort of thing,rán,RTH1-L11,"month, pooch, fire",
228.b,,,chatterbox,,,mouth,
229,哭,v.,cry,kū,RTH1-L11,"chatterbox, pooch",
230,器,,utensil,qì,RTH1-L11,"chatterbox, pooch",
231,臭,adj.,stinking,chòu,RTH1-L11,"oneself, pooch",
232,狗,,dog,gǒu,RTH1-L11,"pooch, sentence",
233,厭,,detest,yàn,RTH1-L11,"cliff, day, month, pooch",
234,壓,n.,pressure,yā,RTH1-L11,"detest, soil",
235,牛,,cow,niú,RTH1-L11,,
236,特,adj.,special,tè,RTH1-L11,"cow, Buddhist temple",
237,告,,declare,gào,RTH1-L11,"cow, mouth",
238,浩,,vast,hào,RTH1-L11,"water, declare",
239,先,,before,xiān,RTH1-L11,"cow, human legs",
240,洗,v.,wash,xǐ,RTH1-L11,"water, before",
240.b,,,umbrella,,,,
241,介,,introduce,jiè,RTH1-L12,"umbrella, walking stick",
242,界,,world,jiè,RTH1-L12,"rice field, introduce",
243,茶,,tea,chá,RTH1-L12,"flower, umbrella, tree",
243.b,,,meeting,,,"one, umbrella",
244,會,,meeting,huì,RTH1-L12,"meeting, rice field, horns, day",
245,合,v.,fit,hé,RTH1-L12,"meeting, mouth",
246,哈,,ha!,hā,RTH1-L12,"mouth, fit",
247,塔,,pagoda,tǎ,RTH1-L12,"soil, flower, ha!",
248,王,,king,wáng,RTH1-L12,work,"scepter, jewel"
249,玉,,jade,yù,RTH1-L12,"work, a drop of",
250,球,,ball,qiú,RTH1-L12,"king, request",
251,現,adj.,present,xiàn,RTH1-L12,"king, see",
252,玩,v.,play,wán,RTH1-L12,"king, beginning",
253,狂,,crazy,kuáng,RTH1-L12,"pooch, king",
254,皇,,emperor,huáng,RTH1-L12,"white, king",
255,煌,,resplendent,huáng,RTH1-L12,"fire, emperor",
256,呈,,submit,chéng,RTH1-L12,"mouth, king",
257,全,,whole,quán,RTH1-L12,"umbrella, king",
258,理,,logic,lǐ,RTH1-L12,"king, Li",
259,主,,lord,zhǔ,RTH1-L12,"a drop of, king",candlestick
260,注,,pour,zhù,RTH1-L12,"water, lord",
261,金,,gold,jīn,RTH1-L12,"umbrella, king, a drop of",metal
262,銅,,copper,tóng,RTH1-L12,"gold, same",
263,釣,,go fishin',diào,RTH1-L12,"gold, ladle",
264,針,n.,needle,zhēn,RTH1-L12,"gold, ten",
265,釘,n.,nail,dīng,RTH1-L12,"gold, second",
266,銘,,inscription,míng,RTH1-L12,"gold, name",
267,鎮,,at ease,zhèn,RTH1-L12,"gold, true",
267.b,,,road,,,,
268,道,,way,dào,RTH1-L13,"road, heads",
269,導,v.,guide,dǎo,RTH1-L13,"way, Chinese inch",
270,迅,,speedy,xùn,RTH1-L13,"road, ten, second",
271,造,,create,zào,RTH1-L13,"road, declare",
272,巡,v.,patrol,xún,RTH1-L13,"road, water",
273,逛,v.,stroll,guàng,RTH1-L13,"road, crazy",
274,車,,car,chē,RTH1-L13,,"cart, wagon, vehicle"
275,連,,one after another,lián,RTH1-L13,"car, road",
276,蓮,,lotus,lián,RTH1-L13,"flower, one after another",
276.b,,,butcher,,,"month, sword",
277,前,,in front,qián,RTH1-L13,"horns, butcher",butcher shop
277.b,,,slaughterhouse,,,"meeting, butcher",
278,剪,,shears,jiǎn,RTH1-L13,"in front, sword",
279,輸,v.,transport,shū,RTH1-L13,"car, slaughterhouse",
280,逾,,exceed,yú,RTH1-L13,"road, slaughterhouse",
280.b,,,walking legs,,,,
281,各,,each,gè,RTH1-L13,"walking legs, mouth",
282,格,,pattern,gé,RTH1-L13,"tree, each",
283,客,,guest,kè,RTH1-L13,"house, each",
284,額,,forehead,é,RTH1-L13,"guest, page",
285,夏,,summer,xià,RTH1-L13,"one, oneself, walking legs",
286,洛,,L.A.,luò,RTH1-L13,"water, each",
287,落,v.,fall,luò,RTH1-L13,"flower, L.A.",
287.b,,,crown,,,,crowns
288,冗,,superfluous,rǒng,RTH1-L14,"crown, wind",
289,沉,,profound,chén,RTH1-L14,"water, superfluous",
290,軍,,army,jūn,RTH1-L14,"crown, car",chariot
291,輝,,radiance,huī,RTH1-L14,"ray, army",
292,運,,carry,yùn,RTH1-L14,"road, army",
293,冠,n.,crown,guān,RTH1-L14,"crown, beginning, Chinese inch",
294,夢,n.,dream,mèng,RTH1-L14,"flower, eye, crown, evening",
294.b,,,top hat,,,,
294.c,,,whirlwind,,,"top hat, wind",
295,坑,n.,pit,kēng,RTH1-L14,"whirlwind, soil",
296,高,,tall,gāo,RTH1-L14,"top hat, mouth, hood",tiara
297,享,,enjoy,xiǎng,RTH1-L14,"tall, child",
298,熟,,ripe,shú,RTH1-L14,"enjoy, nine, fire",
299,亭,,pavilion,tíng,RTH1-L14,"tall, second",
300,亮,,shiny,liàng,RTH1-L14,"tall, wind",
301,京,,capital,jīng,RTH1-L14,"tall, small",capitol building
302,涼,,cool,liáng,RTH1-L14,"water, capital",
303,景,,scenery,jǐng,RTH1-L14,"day, capital",
304,就,,at once,jiù,RTH1-L14,"capital, remarkable",
304.b,,,lidded crock,,,,
305,周,,circumference,zhōu,RTH1-L14,"hood, lidded crock",lap
306,週,,week,zhōu,RTH1-L14,"road, circumference",
307,士,,soldier,shì,RTH1-L14,,
308,吉,,lucky,jí,RTH1-L14,"soldier, mouth",aerosol can
309,買,v.,buy,mǎi,RTH1-L14,"eye, shellfish",
310,賣,,sell,mài,RTH1-L14,"soldier, buy",
310.b,,,brush,,,,
311,書,n.,book,shū,RTH1-L15,"brush, day",
312,畫,n.,drawing,huà,RTH1-L15,"brush, rice field, one",
313,劃,v.,scratch,huà,RTH1-L15,"drawing, sword",
313.b,,,taskmaster,,,,taskmastering
314,攻,v.,attack,gōng,RTH1-L15,"work, taskmaster",
315,敗,,fail,bài,RTH1-L15,"taskmaster, shellfish",
316,故,,deliberately,gù,RTH1-L15,"ancient, taskmaster",
317,救,v.,rescue,jiù,RTH1-L15,"request, taskmaster",
318,敬,,revere,jìng,RTH1-L15,"flower, sentence, taskmaster",
319,敞,,spacious,chǎng,RTH1-L15,"esteem, taskmaster",
320,言,,say,yán,RTH1-L15,mouth,"words, #word"
321,警,n.,police,jǐng,RTH1-L15,"revere, say",
322,計,n.,plan,jì,RTH1-L15,"say, needle",
323,獄,,prison,yù,RTH1-L15,"pooch, say",
324,討,,condemn,tǎo,RTH1-L15,"say, chinese inch",
325,訓,,instruction,xùn,RTH1-L15,"say, stream",
326,話,n.,talk,huà,RTH1-L15,"say, tongue",
327,詩,,poem,shī,RTH1-L15,"say, buddhist temple",
328,語,,language,yǔ,RTH1-L15,"say, I (literary)",
329,讀,v.,read,dú,RTH1-L15,"say, sell",
330,調,n.,tune,diào,RTH1-L15,"say, circumference",
331,談,,discuss,tán,RTH1-L15,"say, inflammation",
332,這,,this,zhè,RTH1-L15,"say, road",
332.b,,,arrow,,,,
333,式,n.,style,shì,RTH1-L16,"arrow, work",
334,試,n./v.,test,shì,RTH1-L16,"style, say",
335,戈,,halberd,gē,RTH1-L16,,fiesta
336,或,,or,huò,RTH1-L16,"mouth, floor, fiesta",
337,賊,,burglar,zéi,RTH1-L16,"fiesta, ten, shells",
337.b,,,Thanksgiving,,,"#land, fiesta",
338,載,,laden,zài,RTH1-L16,"cart, Thanksgiving",
339,鐵,n.,iron,tiě,RTH1-L16,"Thanksgiving, gold",
,,,parade,,,fiesta,parades
340,茂,,lush,mào,RTH1-L16,"parade, flowers",
341,成,,turn into,chéng,RTH1-L16,"parade, dagger",turned into
342,城,,city,chéng,RTH1-L16,"dirt, turned into",
343,誠,,sincere,chéng,RTH1-L16,"words, turned into",
,,,march,,,"parade, one",marching
344,威,n.,might,wēi,RTH1-L16,"march, women",
345,滅,,destroy,miè,RTH1-L16,"march, flames",
346,咸,,everybody,xián,RTH1-L16,"mouths, march",
347,減,,reduce,jiǎn,RTH1-L16,"mouths, march, water",
348,單,n.,list,dān,RTH1-L16,"chatterbox, rice field, ten",
349,戰,n.,war,zhàn,RTH1-L16,"fiesta, list",
349.b,,,float,,,fiesta,floats
350,錢,n.,coin,qián,RTH1-L16,"gold, floats",
351,淺,,shallow,qiǎn,RTH1-L16,"floats, water",
352,賤,,cheap,jiàn,RTH1-L16,"float, clams",
353,止,v.,stop,zhǐ,RTH1-L17,,"footprint, trail of footprints, footprints, stopping"
354,步,,footstep,bù,RTH1-L17,"footprints, few",
355,涉,v.,ford,shè,RTH1-L17,"water, footstep",
356,頻,,repeatedly,pín,RTH1-L17,"#head, footprints",
357,肯,,agree,kěn,RTH1-L17,"footprints, flesh",
358,企,,look forward to,qǐ,RTH1-L17,"stopping, umbrella",
359,歲,,years of age,suì,RTH1-L17,"few, footprints, marching",
360,武,adj.,military,wǔ,RTH1-L17,"one, arrow, stop",
361,賦,n.,levy,fù,RTH1-L17,"clams, military",
362,正,v./adj.,correct,zhèng,RTH1-L17,"one, footprint",
363,政,,politics,zhèng,RTH1-L17,"correct, taskmastering",
363.b,,,mending,,,correct,mend
364,定,,settle on,dìng,RTH1-L17,"mending, house",
365,走,v.,walk,zǒu,RTH1-L17,"mending, soil",walking
366,超,,transcend,chāo,RTH1-L17,"summon, walk",
367,越,,surpass,yuè,RTH1-L17,"parades, walking",
368,是,,be,shì,RTH1-L17,"mend, tongue wagging in the mouth",
369,題,,topic,tí,RTH1-L17,"page, be",
369.b,,,stretch,,,,prolongs
370,建,,build,jiàn,RTH1-L17,"brush, stretch",
371,延,,prolong,yán,RTH1-L17,"stretch, eyedropper, footprints",
372,誕,,nativity,dàn,RTH1-L17,"prolongs, #word",
372.b,,,zoo,,,mending,
373,楚,adj.,clear,chǔ,RTH1-L17,"zoo, woods",
374,礎,,foundation,chǔ,RTH1-L17,"stone, clear",
375,衣,,clothing,yī,RTH1-L18,top hat,"cloak, cape, scarf, bandana, top hat and scarf"
376,裡,,inside,lǐ,RTH1-L18,"computer, clothing",
377,哀,,grief,āi,RTH1-L18,"top hat and scarf, mouth",
378,袁,,Yuan,yuán,RTH1-L18,"lidded crock, scarf",
379,遠,,distant,yuǎn,RTH1-L18,"road, Yuan",
380,壞,,bad,huài,RTH1-L18,"dirt, top hat and scarf, #eyeball, snowflake",
381,初,,elementary,chū,RTH1-L18,"cloak, dagger",
382,巾,,towel,jīn,RTH1-L18,,towels
383,布,,cloth,bù,RTH1-L18,"by her side, towels",
384,帽,,hat,mào,RTH1-L18,"risk, towel",
385,幕,,curtain,mù,RTH1-L18,"graveyard, towels",
385.b,,,white towel,,,"white, towel",white towels
386,棉,,cotton,mián,RTH1-L18,"tree, white towels",
387,幫,v.,help,bāng,RTH1-L18,"tree, white towels",
388,市,n.,market,shì,RTH1-L18,"towel, top hat",
389,肺,,lungs,fèi,RTH1-L18,"market, flesh",
389.b,,,apron,,,"towel, crowns",
390,帶,,sash,dài,RTH1-L18,apron,sashed
391,滯,,stagnant,zhì,RTH1-L18,"sashed, water",
391.b,,,belt,,,towel,
391.c,,,thorn,,,"belt, tree",
392,刺,,thorn,cì,RTH1-L18,"belt, tree",
393,制,,system,zhì,RTH1-L18,,
394,製,v.,manufacture,zhì,RTH1-L18,,
395,云,v.,utter,yún,RTH1-L18,,
396,雨,n.,rain,yǔ,RTH1-L18,,
397,雲,n.,cloud,yún,RTH1-L18,,
398,雷,n.,thunder,léi,RTH1-L18,,
399,電,,electricity,diàn,RTH1-L18,,
400,霜,n.,frost,shuāng,RTH1-L18,,
401,冰,n.,ice,bīng,RTH1-L18,,
402,冬,,winter,dōng,RTH1-L18,,
403,天,,heavens,tiān,RTH1-L18,,
404,夭,,die young,yāo,RTH1-L18,,
405,喬,,pretend,qiáo,RTH1-L18,,
406,橋,n.,bridge,qiáo,RTH1-L18,,
407,嬌,,attractive,jiāo,RTH1-L18,,
408,立,adj.,standing up,lì,RTH1-L18,,
409,泣,,weep,qì,RTH1-L18,,
410,站,n.,station,zhàn,RTH1-L18,,
411,章,,chapter,zhāng,RTH1-L18,,
412,競,,compete,jìng,RTH1-L18,,
413,帝,n.,sovereign,dì,RTH1-L18,,
414,童,n.,juvenile,tóng,RTH1-L18,,
415,鐘,,bell,zhōng,RTH1-L18,,
416,商,,salesman,shāng,RTH1-L18,,
417,適,,suitable,shì,RTH1-L18,,
418,敵,,enemy,dí,RTH1-L18,,
419,匕,,ancient spoon,bǐ,RTH1-L18,,
420,北,,north,běi,RTH1-L18,,
421,背,n.,back,bèi,RTH1-L18,,
422,比,,compare,bǐ,RTH1-L18,,
423,昆,,descendants,kūn,RTH1-L18,,
424,混,v.,mix,hùn,RTH1-L18,,
425,皆,,all,jiē,RTH1-L18,,
426,此,,this (literary),cǐ,RTH1-L18,,
427,些,,somewhat,xiē,RTH1-L18,,
428,它,,it,tā,RTH1-L18,,
429,旨,,purpose,zhǐ,RTH1-L18,,
430,脂,n.,grease,zhī,RTH1-L18,,
431,每,,every,měi,RTH1-L18,,
432,梅,,small plum,méi,RTH1-L18,,
433,海,,sea,hǎi,RTH1-L18,,
434,乞,,beg,qǐ,RTH1-L18,,
435,吃,,eat,chī,RTH1-L18,,
436,乾,adj.,dry,gān,RTH1-L18,,
437,複,v.,duplicate,fù,RTH1-L18,,
438,腹,,abdomen,fù,RTH1-L18,,
439,欠,v.,lack,qiàn,RTH1-L18,,
440,吹,v.,blow,chuī,RTH1-L18,,
441,歌,,song,gē,RTH1-L18,,
442,軟,,soft,ruǎn,RTH1-L18,,
443,次,,next,cì,RTH1-L18,,
444,資,,assets,zī,RTH1-L18,,
445,姿,n.,looks,zī,RTH1-L18,,
446,諮,,consult with,zī,RTH1-L18,,
447,賠,,compensate,péi,RTH1-L19,,
448,培,,cultivate,péi,RTH1-L19,,
449,音,n.,sound,yīn,RTH1-L19,,
